句子,喜歡,憤怒,難過,驚訝,害怕,無表情
種了許多漆樹,0,0,0,0,0,1
他每年割樹皮取樹汁,0,0,0,0,0,1
把樹汁裝在木桶裡,0,0,0,0,0,1
運到大城市去賣,0,0,0,0,0,1
這種漆樹的汁叫做「生漆」,0,0,0,0,0,1
是做油漆的原料,0,0,0,0,0,1
大城市裡的商人都知道他賣的漆最純了,0,0,0,0,0,1
所以都樂意向他買,0,0,0,0,0,1
幾年以後,0,0,0,0,0,1
他的生意越做越大,0,0,0,0,0,1
一個人沒法子分身,0,0,0,0,0,1
只得專心在家鄉種漆樹,0,0,0,0,0,1
不再做零賣的事了,0,0,0,0,0,1
有一天,0,0,0,0,0,1
有一個收買生漆的人來他家,0,0,0,0,0,1
對他說：「我告訴你一個發大財的好法子,0,0,0,0,0,1
只要把漆樹的葉子煮成膏,0,0,0,0,0,1
加到生漆裡,0,0,0,0,0,1
就可以讓漆汁變得更多,0,0,0,0,0,1
那就可以多賣些錢了,0,0,0,0,0,1
」接著收買生漆的人又說：「你的信用很好,0,0,0,0,0,1
人人都相信你,0,0,0,0,0,1
我們一定可以賺錢的,0,0,0,0,0,1
」這個人聽了非常生氣,0,1,0,0,0,0
就說：「人家相信我,0,0,0,0,0,1
我就不應該欺騙人家,0,0,0,0,0,1
如果我賣假漆,0,0,0,0,0,1
我就是騙子,0,1,0,0,0,0
以後誰還相信我呢,0,0,0,0,0,1
」那個收買生漆的人聽了,0,0,0,0,0,1
滿臉通紅的走了,0,1,0,0,0,0
看鱷魚表演星期日下午,0,0,0,0,0,1
我們一家人到遊樂園看鱷魚表演,0,0,0,0,0,1
觀賞的人都站在高台上,0,0,0,0,0,1
下面是一片水泥空地,0,0,0,0,0,1
那是準備讓鱷魚表演的地方,0,0,0,0,0,1
當一陣鼓聲響起之後,0,0,0,0,0,1
全場鴉雀無聲,0,0,0,0,0,1
我看見一個頭上綁著紅布條,0,0,0,0,0,1
光著上身的大哥哥走出來,0,0,0,0,0,1
他牽著一隻鱷魚,0,0,0,0,0,1
好像帶著一條狗出來散步一樣,0,0,0,0,0,1
大哥哥拿出幾張鈔票,0,0,0,0,0,1
並問在場的人說：「這裡一共有幾張鈔票,0,0,0,0,0,1
」「五張,0,0,0,0,0,1
」大家異口同聲的回答,0,0,0,0,0,1
突然五張鈔票被鱷魚吃了,0,0,0,0,0,1
大家叫了出來,0,0,0,0,0,1
大哥哥也叫著：「怎麼可以吃我辛苦賺的錢呢,0,0,0,0,0,1
快,0,0,0,0,0,1
快張開嘴巴,0,0,0,0,0,1
讓我看看鈔票在哪裡,0,0,0,0,0,1
」鱷魚很聽話,0,0,0,0,0,1
真的把嘴巴張開了,0,0,0,0,0,1
而且張得好大,0,0,0,0,0,1
有幾顆尖尖的牙齒都數得出來,0,0,0,0,0,1
只見大哥哥整個頭都伸進鱷魚的嘴裡,0,0,0,0,0,1
然後把鈔票一張一張的拿出來,0,0,0,0,0,1
直到五張鈔票都拿出來了,0,0,0,0,0,1
大哥哥的頭才從鱷魚的嘴巴裡伸出來,0,0,0,0,0,1
大家不斷的拍掌,0,0,0,0,0,1
我卻嚇得手心都出汗了,0,0,0,0,1,0
這真是精彩的表演,0,0,0,0,0,1
小人國遊記格利佛是一位英國醫生,0,0,0,0,0,1
有一次他坐船去旅行,0,0,0,0,0,1
船在海上遇到了大風浪,0,0,0,0,0,1
船被打破了,0,0,0,0,0,1
他隨著海水漂到一個海島,0,0,0,0,0,1
他醒來的時候,0,0,0,0,0,1
手腳不能動了,0,0,0,0,0,1
轉頭一看,0,0,0,0,0,1
才知道自己被人緊緊的綁起來了,0,0,0,0,0,1
他的四周有一群小小的人兒,0,0,0,0,0,1
一個個拿著弓箭,0,0,0,0,0,1
把箭頭對準了他,0,0,0,0,0,1
這些小人長得非常小,0,0,0,0,0,1
原來他到了小人國,0,0,0,0,0,1
格利佛不敢亂動,0,0,0,0,0,1
小人國的國王認為格利佛很老實,0,0,0,0,0,1
就放了他,0,0,0,0,0,1
留他在小人國裡住,0,0,0,0,0,1
他參觀了小城市裡的小王宮、小樓房、小街道,0,0,0,0,0,1
他發現小人國裡一切都小,0,0,0,0,0,1
不但人小,0,0,0,0,0,1
連牛馬也很小,0,0,0,0,0,1
格利佛在小人國裡住了很久,0,0,0,0,0,1
很想回家,0,0,0,0,0,1
但是小國王幫不了這個忙,0,0,0,0,0,1
因為那裡最大的船,0,0,0,0,0,1
也裝不下他,0,0,0,0,0,1
格利佛等了很久,0,0,0,0,0,1
幸好有一條舊木船漂到島上,0,0,0,0,0,1
格利佛才告別了小國王,0,0,0,0,0,1
回到自己的家鄉,0,0,0,0,0,1
孔子談孝孔子是中國有名的教育家,0,0,0,0,0,1
他很有學問,0,0,0,0,0,1
品德也很高尚,0,0,0,0,0,1
幾千年來,0,0,0,0,0,1
他是政治和教育的導師,0,0,0,0,0,1
所以後人尊稱他為「萬世師表」,0,0,0,0,0,1
孔子很重視孝道,0,0,0,0,0,1
有學生問他：「怎樣才是孝呢,0,0,0,0,0,1
」孔子說：「能養活父母是孝的行為,0,0,0,0,0,1
但是只給父母吃飯,0,0,0,0,0,1
只給父母好的衣服,0,0,0,0,0,1
而不能恭敬的對待父母,0,0,0,0,0,1
那跟養狗、養馬有什麼不同呢,0,0,0,0,0,1
所以孝順父母,0,0,0,0,0,1
不只是給父母溫飽,0,0,0,0,0,1
還要有好的態度才是孝,0,0,0,0,0,1
」又有一個學生問孔子：「怎樣才是孝呢,0,0,0,0,0,1
」孔子回答：「一個人對待父母要和顏悅色,0,0,0,0,0,1
我們不只是幫父母親做事,0,0,0,0,0,1
給父母喝酒,0,0,0,0,0,1
吃肉,0,0,0,0,0,1
如果不給好臉色,0,0,0,0,0,1
就不算是孝順了,0,0,0,0,0,1
」後來有位大臣問孔子：「怎樣才算是孝呢,0,0,0,0,0,1
」孔子說：「父母最擔心子女生病,0,0,0,0,0,1
做子女的只要愛護自己身體,0,0,0,0,0,1
不讓父母擔心,0,0,0,0,0,1
這就是孝順的人了,0,0,0,0,0,1
」孔子說了這麼多孝順的行為,0,0,0,0,0,1
我們可要好好記在心,0,0,0,0,0,1
盤古開天地很久以前,0,0,0,0,0,1
我們的世界是天地連在一起的,0,0,0,0,0,1
當時有一個巨人名叫盤古,0,0,0,0,0,1
在這個天地裡,0,0,0,0,0,1
昏昏沉沉的睡覺,0,0,0,0,0,1
一睡就是幾萬年,0,0,0,0,0,1
有一天,0,0,0,0,0,1
盤古醒來了,0,0,0,0,0,1
他受不了沒天沒地的情形,0,0,0,0,0,1
就拿起一把大斧頭,0,0,0,0,0,1
要把天地劈開,0,0,0,0,0,1
他用力一揮,0,0,0,0,0,1
把大地劈成上下兩半,0,0,0,0,0,1
上面那一半就成了天,0,0,0,0,0,1
下面那一半就成了地,0,0,0,0,0,1
天越升越高,0,0,0,0,0,1
地越變越厚,0,0,0,0,0,1
盤古站在天地的中間,0,0,0,0,0,1
深深的吸一口氣,0,0,0,0,0,1
覺得好舒服,0,0,0,0,0,1
他想以後就有好日子過了,0,0,0,0,0,1
不久,0,0,0,0,0,1
上面的天又往下沉,0,0,0,0,0,1
下面的地又往上升,0,0,0,0,0,1
天和地好像又要合在一起了,0,0,0,0,0,1
盤古一看情形不對,0,0,0,0,0,1
就趕緊站穩兩條腿,0,0,0,0,0,1
高舉兩臂用力托住天,0,0,0,0,0,1
他就這樣頂天立地站了幾萬年,0,0,0,0,0,1
天地終於穩定了,0,0,0,0,0,1
可是盤古太累了,0,0,0,0,0,1
他兩腿發軟,0,0,0,0,0,1
兩臂疼痛,0,0,0,0,0,1
一倒下去就死了,0,0,0,0,0,1
盤古死了以後,0,0,0,0,0,1
他的眼睛變成了太陽和月亮,0,0,0,0,0,1
他的身體變成山脈,0,0,0,0,0,1
身上的血變成了河流,0,0,0,0,0,1
他的毛髮變成了樹木,0,0,0,0,0,1
骨頭變成石頭,0,0,0,0,0,1
盤古為我們準備好了一個生活的樂園,0,0,0,0,0,1
參觀育幼院今天老師帶我們去參觀育幼院,0,0,0,0,0,1
慈祥的育幼院院長站在大門口迎接我們,0,0,0,0,0,1
院長說,0,0,0,0,0,1
這裡的小朋友大部分是孤兒,0,0,0,0,0,1
他們沒有父母,0,0,0,0,0,1
也沒有家,0,0,0,0,0,1
育幼院就是他們的家,0,0,0,0,0,1
院長希望我們把這裡的小朋友當成自己的弟弟、妹妹看待,0,0,0,0,0,1
因為他們需要哥哥、姐姐的關心,0,0,0,0,0,1
接著我們到處參觀,0,0,0,0,0,1
小朋友看見我們,0,0,0,0,0,1
就扯扯保母的衣角,0,0,0,0,0,1
很天真的問：「他們是誰,0,0,0,0,0,1
」保母說：「他們是來和你們做朋友的,0,0,0,0,0,1
」說完,0,0,0,0,0,1
可愛的小朋友就伸出小手,0,0,0,0,0,1
拉住我們的手,0,0,0,0,0,1
有一個小女孩,0,0,0,0,0,1
跑過來撲在我身上,0,0,0,0,0,1
說：「姐姐抱我,0,0,0,0,0,1
」我抱不起她,0,0,0,0,0,1
只能拉拉她的小手,0,0,0,0,0,1
就像拉著自己的妹妹一樣,0,0,0,0,0,1
回家的時候,0,0,0,0,0,1
我的腦海中浮現出他們渴望有家的樣子,0,0,0,0,0,1
小女孩的呼喚聲也在我的耳邊響起,0,0,0,0,0,1
我覺得我們有父母的愛護,0,0,0,0,0,1
真是太幸福了,1,0,0,0,0,0
泰國的水果泰國是個熱帶地方,0,0,0,0,0,1
由於天氣好,0,0,0,0,0,1
土壤也好,0,0,0,0,0,1
所以出產很多水果,0,0,0,0,0,1
這些水果很受觀光客的喜愛,0,0,0,0,0,1
例如紅毛丹,0,0,0,0,0,1
長得像一團團紅毛球,0,0,0,0,0,1
打開外皮可以看到白色果肉,0,0,0,0,0,1
吃起來甜蜜而多汁,0,0,0,0,0,1
泰國的榴槤,0,0,0,0,0,1
可是世上最獨特的水果,0,0,0,0,0,1
外皮長了一根根尖利的刺,0,0,0,0,0,1
讓人不敢接近它,0,0,0,0,0,1
榴槤外表並不好看,0,0,0,0,0,1
但是裡面的果肉,0,0,0,0,0,1
會散發出一種特有的味道,0,0,0,0,0,1
喜歡它的人,1,0,0,0,0,0
說這是全世界最好吃的水果,0,0,0,0,0,1
不喜歡它的人,0,1,0,0,0,0
一聞到榴槤,0,0,0,0,0,1
就掩著鼻子離開,0,0,0,0,0,1
聽說榴槤很有營養,0,0,0,0,0,1
它還有「果王」之稱呢,0,0,0,0,0,1
泰國還有一種被稱為「果后」的水果,0,0,0,0,0,1
叫山竹,0,0,0,0,0,1
山竹的外皮是深紅色,0,0,0,0,0,1
打開外皮,0,0,0,0,0,1
可以看到雪白的果肉,0,0,0,0,0,1
果肉分成好幾瓣,0,0,0,0,0,1
吃起來香甜可口,0,0,0,0,0,1
波羅蜜也是神奇的水果,0,0,0,0,0,1
一個波羅蜜有十斤左右,0,0,0,0,0,1
它結在樹上,0,0,0,0,0,1
只靠著一根短小的蒂,0,0,0,0,0,1
就把十幾斤的波羅蜜掛在樹上,0,0,0,0,0,1
大自然真是太奇妙了,0,0,0,0,0,1
泰國有很多好吃的水果,0,0,0,0,0,1
可以稱得上是水果王國,0,0,0,0,0,1
夸父追日中國有一個「夸父追日」的傳說,0,0,0,0,0,1
夸父是巨人族裡的英雄,0,0,0,0,0,1
他身材高大,0,0,0,0,0,1
他跑步像飛的一樣,0,0,0,0,0,1
巨人族裡沒有一個人跑得比他快,0,0,0,0,0,1
有一天,0,0,0,0,0,1
他拿著一根大木棒準備去山上打老虎,0,0,0,0,0,1
走在路上,0,0,0,0,0,1
抬頭看見火紅的太陽,0,0,0,0,0,1
心想：太陽為什麼只在白天出現,0,0,0,0,0,1
晚上不出現呢,0,0,0,0,0,1
太陽為什麼在冬天很冷,0,0,0,0,0,1
在夏天很熱呢,0,0,0,0,0,1
夸父決定去找太陽,0,0,0,0,0,1
問一問這兩個問題,0,0,0,0,0,1
夸父拿著手上的大木棒,0,0,0,0,0,1
開始追太陽,0,0,0,0,0,1
他使出全身的力量跑,0,0,0,0,0,1
跑得非常快,0,0,0,0,0,1
像狂風似的,0,0,0,0,0,1
他跑啊跑啊,0,0,0,0,0,1
跑得很累,0,0,0,0,0,1
也覺得很渴,0,0,0,0,0,1
於是跑到北邊的大河去喝水,0,0,0,0,0,1
他大口大口的喝,0,0,0,0,0,1
一下子就把河水喝光了,0,0,0,0,0,1
夸父喝光了河水,0,0,0,0,0,1
覺得還是很渴,0,0,0,0,0,1
而且全身像被火燒著了一樣,0,0,0,0,0,1
他想去南邊的大海喝水,0,0,0,0,0,1
可惜他還沒跑到大海,0,0,0,0,0,1
就累死在路上了,0,0,0,0,0,1
傳說中,0,0,0,0,0,1
夸父丟在身旁的大木棒,0,0,0,0,0,1
變成了一片森林,0,0,0,0,0,1
而夸父的身子就變成了一座大山,0,0,0,0,0,1
古詩兩首靜夜思　李白床前明月光,0,0,0,0,0,1
疑是地上霜,0,0,0,0,0,1
舉頭望明月,0,0,0,0,0,1
低頭思故鄉,0,0,0,0,0,1
清明詩　杜牧清明時節雨紛紛,0,0,0,0,0,1
路上行人欲斷魂,0,0,0,0,0,1
借問酒家何處有,0,0,0,0,0,1
牧童遙指杏花村,0,0,0,0,0,1
中秋賞月中秋夜,0,0,0,0,0,1
晚風飄,0,0,0,0,0,1
樹影搖動桂花香,0,0,0,0,0,1
一輪明月掛高空,0,0,0,0,0,1
萬條銀光照庭園,0,0,0,0,0,1
小椅子,0,0,0,0,0,1
圍一圈,0,0,0,0,0,1
說說故事談談天,0,0,0,0,0,1
圓圓月亮天上掛,0,0,0,0,0,1
家人回家共團圓,0,0,0,0,0,1
月光下,0,0,0,0,0,1
嘗美食,0,0,0,0,0,1
中秋賞月樂趣多,0,0,0,0,0,1
既有月餅和柚子,0,0,0,0,0,1
還有熱飲和清茶,0,0,0,0,0,1
夜漸深,0,0,0,0,0,1
月影斜,0,0,0,0,0,1
庭園靜靜人聲息,0,0,0,0,0,1
但願年年中秋節,0,0,0,0,0,1
家家團圓看明月,0,0,0,0,0,1
漸 斜 靜夜漸深 月影斜庭園靜靜人聲息但願年年中秋節家家團圓看明,0,0,0,0,0,1
誠實父母親常對子女說：「做人要誠實,0,0,0,0,0,1
不要說謊,0,0,0,0,0,1
」老師也常對學生說：「要做一個誠實的人,0,0,0,0,0,1
」有一天,0,0,0,0,0,1
我問父親：「做人為什麼要誠實,0,0,0,0,0,1
」父親說：「一個人誠實,0,0,0,0,0,1
他做任何事情都光明磊落,0,0,0,0,0,1
這樣的人可以受到別人的尊敬,0,0,0,0,0,1
」我又問母親：「做人為什麼要誠實,0,0,0,0,0,1
」母親回答我：「做人能實實在在,0,0,0,0,0,1
不說謊,0,0,0,0,0,1
不馬虎,0,0,0,0,0,1
他就可以受到別人的信任,0,0,0,0,0,1
」我問同伴：「誠實有什麼好處,0,0,0,0,0,1
」 同伴說：「你誠實,0,0,0,0,0,1
我就喜歡跟你做朋友,1,0,0,0,0,0
你不誠實,0,0,0,0,0,1
我就不喜歡跟你做朋友,0,1,0,0,0,0
大家都喜歡和誠實的人做朋友,1,0,0,0,0,0
一起做事,0,0,0,0,0,1
」我終於明白什麼是「誠實」了,0,0,0,0,0,1
原來,0,0,0,0,0,1
誠實的人就是說到做到,0,0,0,0,0,1
不說假話,0,0,0,0,0,1
不騙人,0,0,0,0,0,1
如果做了錯誤的事,0,0,0,0,0,1
會坦白認錯,0,0,0,0,0,1
這樣的人,0,0,0,0,0,1
一定是受到人們的信任和歡迎的,0,0,0,0,0,1
所以我們都要做一個誠實的人,0,0,0,0,0,1
發明電話的故事美國有位發明家名叫貝爾,0,0,0,0,0,1
他父親是教聾啞人說話的專家,0,0,0,0,0,1
所以貝爾從小就喜歡研究人類說話的聲音,1,0,0,0,0,0
成為父親的好助手,0,0,0,0,0,1
貝爾出生在英國,0,0,0,0,0,1
二十四歲才來到美國,0,0,0,0,0,1
那時候,0,0,0,0,0,1
電報已經通行了三十多年,0,0,0,0,0,1
他想電報可以把文字輸送到很遠的地方去,0,0,0,0,0,1
有沒有可能把聲音也送到很遠的地方呢,0,0,0,0,0,1
貝爾和他的朋友華生開始研究電話,0,0,0,0,0,1
經過了六年,0,0,0,0,0,1
仍然沒有成功,0,0,0,0,0,1
有一天晚上,0,0,0,0,0,1
華生非常疲倦,0,0,0,0,0,1
就在自己的小房間裡打瞌睡,0,0,0,0,0,1
貝爾在另外一個房間研究電路,0,0,0,0,0,1
卻不小心打翻了桌上實驗用的藥水,0,0,0,0,0,1
急得大聲喊：「華生,0,0,0,0,0,1
快過來幫忙,0,0,0,0,0,1
」這時,0,0,0,0,0,1
在另一個房間剛要睡覺的華生,0,0,0,0,0,1
聽到桌子上的受話器傳來貝爾的聲音,0,0,0,0,0,1
先是吃了一驚,0,0,0,1,0,0
接著就高興得跳了起來,1,0,0,0,0,0
大叫：「機器可以用了,0,0,0,0,0,1
我們成功了,1,0,0,0,0,0
」那一天,0,0,0,0,0,1
正是西元一八七六年的三月十日,0,0,0,0,0,1
也就是人類有了第一架電話機的日子,0,0,0,0,0,1
李冰治水古代秦國的土地上有一條河,0,0,0,0,0,1
常常鬧水災,0,0,0,0,0,1
淹沒了附近的農田和房屋,0,0,0,0,0,1
當地的居民受到很大的損失,0,0,0,0,0,1
生活非常困苦,0,0,1,0,0,0
秦王很著急,0,0,0,0,0,1
希望能找到一個水利專家,0,0,0,0,0,1
幫他想想辦法,0,0,0,0,0,1
後來找到了李冰,0,0,0,0,0,1
便派他去治水,0,0,0,0,0,1
李冰先仔細察看這條河流的水道,0,0,0,0,0,1
再找出了鬧水災的原因,0,0,0,0,0,1
原來河流是從高山上流下來的,0,0,0,0,0,1
冬天,0,0,0,0,0,1
山上積了很多雪,0,0,0,0,0,1
到了夏天,0,0,0,0,0,1
積雪變成了水,0,0,0,0,0,1
水往下流,0,0,0,0,0,1
山下的水道很窄,0,0,0,0,0,1
容不下那麼多的水,0,0,0,0,0,1
於是就淹沒了兩岸的土地,0,0,0,0,0,1
李冰想出了一個辦法,0,0,0,0,0,1
就是打通河邊的一座小山,0,0,0,0,0,1
再開一條新水道,0,0,0,0,0,1
他在河中築起一道分水堤,0,0,0,0,0,1
把河分成兩個水道,0,0,0,0,0,1
平時水少,0,0,0,0,0,1
就走一條水道,0,0,0,0,0,1
遇到大水時,0,0,0,0,0,1
水自動往兩條水道流去,0,0,0,0,0,1
有了這兩條水道之後,0,0,0,0,0,1
就不再鬧水災了,0,0,0,0,0,1
接著,0,0,0,0,0,1
李冰教河流兩岸的老百姓,0,0,0,0,0,1
挖了許多水溝,0,0,0,0,0,1
把水引到田裡,0,0,0,0,0,1
使荒地變成農田,0,0,0,0,0,1
當地的老百姓非常感激李冰,1,0,0,0,0,0
因為他整治河流,0,0,0,0,0,1
解除了大家的痛苦,0,0,0,0,0,1
看海今天一大早,0,0,0,0,0,1
爸爸帶著我,0,0,0,0,0,1
跟著旅行團乘車出發,0,0,0,0,0,1
目的是去海邊玩,0,0,0,0,0,1
車子走在海邊的公路上,0,0,0,0,0,1
我們從車裡向外看,0,0,0,0,0,1
一路上看到廣闊的大海,0,0,0,0,0,1
海灘上遍滿黑色的石頭,0,0,0,0,0,1
東一塊,0,0,0,0,0,1
西一塊,0,0,0,0,0,1
像夢中看到的怪獸,0,0,0,0,0,1
水光閃閃,0,0,0,0,0,1
像是怪獸身上長滿了鱗片,0,0,0,0,0,1
海面上風大浪高,0,0,0,0,0,1
朵朵的浪花,0,0,0,0,0,1
像穿著白戰衣的勇士,0,0,0,0,0,1
排成一列齊頭並進,0,0,0,0,0,1
當浪花打在大石頭上,0,0,0,0,0,1
立刻濺起好幾丈高的煙霧,0,0,0,0,0,1
這種美麗的景色,0,0,0,0,0,1
恐怕只有在海邊才能看到吧,0,0,0,0,0,1
不久,0,0,0,0,0,1
車子前方出現一座小島,0,0,0,0,0,1
這座小島,0,0,0,0,0,1
由陸地向海中伸出去,0,0,0,0,0,1
小島三面都被海水圍繞,0,0,0,0,0,1
像是站在海中的巨人,0,0,0,0,0,1
最後車子停在海邊,0,0,0,0,0,1
大家為了看到更寬闊的大海,0,0,0,0,0,1
就往高地走,0,0,0,0,0,1
我站在高台,0,0,0,0,0,1
耳邊聽到的是呼呼的風聲,0,0,0,0,0,1
眼前看到的是海闊天空的景象,0,0,0,0,0,1
展現在我面前的,0,0,0,0,0,1
除了天和海之外,0,0,0,0,0,1
再也沒有其他的景物,0,0,0,0,0,1
我靜靜的看著,0,0,0,0,0,1
藍天和大海,0,0,0,0,0,1
讓我覺得大自然真偉大,0,0,0,0,0,1
勤勞和懶惰「勤勞」和「懶惰」,0,0,0,0,0,1
都喜歡跟人做朋友,1,0,0,0,0,0
農人和勤勞做朋友,0,0,0,0,0,1
就可以收穫豐富,0,0,0,0,0,1
勤勞和工人做朋友,0,0,0,0,0,1
工人就可以生產出精美的產品,0,0,0,0,0,1
勤勞和商人做朋友,0,0,0,0,0,1
商人的貨物就可以流通,0,0,0,0,0,1
可以賺錢,0,0,0,0,0,1
學生和勤勞做朋友,0,0,0,0,0,1
學生的成績就可以進步,0,0,0,0,0,1
勤勞和我們做朋友,0,0,0,0,0,1
可以帶給我們成功的快樂,1,0,0,0,0,0
因此,0,0,0,0,0,1
聰明的人都喜歡跟勤勞接近,1,0,0,0,0,0
懶惰和勤勞正好相反,0,0,0,0,0,1
農人和懶惰做了朋友,0,0,0,0,0,1
收穫就減少,0,0,0,0,0,1
工人和懶惰做朋友,0,0,0,0,0,1
產品就會粗陋,0,0,0,0,0,1
商人和它做了朋友,0,0,0,0,0,1
業績就會減少,0,0,0,0,0,1
學生和它做了朋友,0,0,0,0,0,1
成績就會退步,0,0,0,0,0,1
愚笨的人,0,0,0,0,0,1
喜歡和懶惰做朋友,1,0,0,0,0,0
於是先嘗到快樂的滋味,1,0,0,0,0,0
再體會痛苦和後悔,0,0,1,0,0,0
聰明的人喜歡和勤勞做朋友,1,0,0,0,0,0
雖然開始辛苦,0,0,0,0,0,1
但是有很大的收穫,0,0,0,0,0,1
古今中外,0,0,0,0,0,1
凡是立大功、做大事的人,0,0,0,0,0,1
都是先吃盡苦頭,0,0,0,0,0,1
最後才成功的,0,0,0,0,0,1
所以我們要做一個勤勞的人,0,0,0,0,0,1
和氣的李先生李先生的好脾氣是很有名的,0,0,0,0,0,1
鄰居們覺得他的好脾氣真是稀奇,0,0,0,0,0,1
都對他佩服得不得了,0,0,0,0,0,1
有一次,0,0,0,0,0,1
李先生請幾個朋友到餐廳去吃飯,0,0,0,0,0,1
餐廳裡有一個新來的服務生,0,0,0,0,0,1
上菜不小心,0,0,0,0,0,1
把一碗熱湯打翻了,0,0,0,0,0,1
不但弄髒了自己的袖子,0,0,0,0,0,1
還濺了李先生一身,0,0,0,0,0,1
把李先生嚇了一大跳,0,0,0,1,0,0
服務生慌了,0,0,0,0,0,1
連聲說：「對不起,0,0,0,0,0,1
」李先生站起來,0,0,0,0,0,1
從口袋裡掏出一條手帕,0,0,0,0,0,1
朋友們以為他是要擦自己的衣服,0,0,0,0,0,1
沒想到他伸手去擦服務生的袖子,0,0,0,0,0,1
嘴裡還說：「做事要小心,0,0,0,0,0,1
手燙傷了沒有,0,0,0,0,0,1
」他的態度就像對待自己的孩子一樣,0,0,0,0,0,1
又有一次,0,0,0,0,0,1
李先生陪太太到醫院看病,0,0,0,0,0,1
這時候,0,0,0,0,0,1
有一個護士跑過來,0,0,0,0,0,1
迎面撞上了李先生,0,0,0,0,0,1
李先生的鼻子被那個人的頭重重的撞了一下,0,0,0,0,0,1
疼得李先生直流眼淚,0,0,0,0,0,1
李先生還伸手去摸護士的頭說：「走路要小心,0,0,0,0,0,1
碰痛了沒有,0,0,0,0,0,1
」曾經有人問李先生：「難道你從來不生氣嗎,0,0,0,0,0,1
」他回答：「通常一個人遇到不順心的事情,0,0,0,0,0,1
就會生氣,0,1,0,0,0,0
但是你只要多替別人想想,0,0,0,0,0,1
氣就消了,0,0,0,0,0,1
我總覺得,0,0,0,0,0,1
隨便對人發脾氣是不應該的,0,0,0,0,0,1
泰北是我的家鄉小時候,0,0,0,0,0,1
爺爺常牽著我的手,0,0,0,0,0,1
帶我到湖邊散步,0,0,0,0,0,1
我常聽爺爺說：「大谷地是個好地方,0,0,0,0,0,1
」他說：「你看,0,0,0,0,0,1
這裡有一大片平地,0,0,0,0,0,1
可以提供我們種植,0,0,0,0,0,1
可以讓我們安定的生活在這裡,0,0,0,0,0,1
我們是很有福氣的一群人,0,0,0,0,0,1
」我看爺爺總是讚美這個地方,0,0,0,0,0,1
對現在的生活感到很滿足,0,0,0,0,0,1
可是我多麼希望能住在清邁,0,0,0,0,0,1
因為清邁被稱為「玫瑰之都」,0,0,0,0,0,1
那裡又熱鬧又好玩,0,0,0,0,0,1
是我很想去的地方,0,0,0,0,0,1
我慢慢長大了,0,0,0,0,0,1
開始懂得爺爺的心情,0,0,0,0,0,1
爺爺是在一九四九年離開家鄉的,0,0,0,0,0,1
當時會離開自己生長的地方,0,0,0,0,0,1
是因為戰爭,0,0,0,0,0,1
爺爺跟隨軍隊離開了家鄉,0,0,0,0,0,1
再跟著部隊從雲南撤退到緬甸,0,0,0,0,0,1
然後從緬甸撤退到泰北,0,0,0,0,0,1
等戰爭結束了,0,0,0,0,0,1
爺爺就定居在大谷地,0,0,0,0,0,1
爺爺和朋友在這裡住了六十多年了,0,0,0,0,0,1
他們在這裡開墾,0,0,0,0,0,1
種植農產品,0,0,0,0,0,1
撫養子女長大,0,0,0,0,0,1
他們還組成社區自助會,0,0,0,0,0,1
興辦學校,0,0,0,0,0,1
讓我們學習中文,0,0,0,0,0,1
增加知識,0,0,0,0,0,1
爺爺說,0,0,0,0,0,1
他們雖然不是出生在這裡,0,0,0,0,0,1
但這裡是他們的家鄉,0,0,0,0,0,1
而我出生在這裡,0,0,0,0,0,1
這裡當然是我的家鄉,0,0,0,0,0,1
淡水河淡水河啊,0,0,0,0,0,1
淡水河,0,0,0,0,0,1
你從廣大的田野流過,0,0,0,0,0,1
帶來深山裡的氣息,0,0,0,0,0,1
松針和青苔把河水染綠了,0,0,0,0,0,1
你是綠色的淡水河,0,0,0,0,0,1
淡水河啊,0,0,0,0,0,1
淡水河,0,0,0,0,0,1
你從都市的邊緣流過,0,0,0,0,0,1
帶來人群的快樂和奮勉,1,0,0,0,0,0
晴空的映照把你染藍了,0,0,0,0,0,1
你是藍色的淡水河,0,0,0,0,0,1
淡水河啊,0,0,0,0,0,1
淡水河,0,0,0,0,0,1
你在茫茫暮色裡流過,0,0,0,0,0,1
帶來夕陽下大地的祥和,0,0,0,0,0,1
晚霞的閃耀把你染黃了,0,0,0,0,0,1
你是金色的淡水河,0,0,0,0,0,1
淡水河啊,0,0,0,0,0,1
淡水河,0,0,0,0,0,1
你在點點星光下流過,0,0,0,0,0,1
帶來深夜裡人間的安詳,0,0,0,0,0,1
明月的凝視把你染白了,0,0,0,0,0,1
你是銀色的淡水河,0,0,0,0,0,1
阿里山上看日出有一天,0,0,0,0,0,1
爸爸帶我們去阿里山看日出,0,0,0,0,0,1
一早,0,0,0,0,0,1
天還沒亮,0,0,0,0,0,1
旅社的服務員用電話叫我們起床,0,0,0,0,0,1
我們立刻起來,0,0,0,0,0,1
梳洗完,0,0,0,0,0,1
我們吃了簡便的早餐,0,0,0,0,0,1
就跟著大家一同到山上觀看日出,0,0,0,0,0,1
走出門外,0,0,0,0,0,1
看到的仍是黑黑的一片,0,0,0,0,0,1
什麼也看不見,0,0,0,0,0,1
只有附近幾戶人家亮著燈火,0,0,0,0,0,1
車子停在阿里山上,0,0,0,0,0,1
只見處處黑影,0,0,0,0,0,1
仔細辨認,0,0,0,0,0,1
