ID,article,que,rule,que_transfer,ans,ans_word
442,爸爸_人1 舉起_v1 香_物1,誰舉起香?,人1 + v1 + 物1,誰 + v1 + 物1,人1,爸爸
443,接著_v1 大家_人1 依_v2 長幼順序_n1 很_zg1 恭敬_a1 的_uj1 在_p1 爺爺_人2 奶奶_人3 的_uj2 墓前_地1 鞠躬_v3,依什麼在墓前鞠躬?,v1 + 人1 + v2 + n1 + zg1 + a1 + uj1 + p1 + 人2 + 人3 + uj2 + 地1 + v3,v2 + 什麼 + p1 + 地1 + v3,地1,墓前
444,我_人1 和_c1 表姐_人2 堂弟_人3 坐在_v1 墓前_地1,誰坐在墓前?,人1 + c1 + 人2 + 人3 + v1 + 地1,誰 + v1 + 地1,人1,我
445,聽_v1 大人_人1 談著_v2 爺爺_人2 奶奶_人3 生前_t1 的_uj1 故事_物1,談著誰生前的故事?,v1 + 人1 + v2 + 人2 + 人3 + t1 + uj1 + 物1,v2 + 誰 + t1 + uj1 + 物1,人1,大人
449,遇到_v1 困難_an1 我_人1 垂頭喪氣_i1,遇到困難時我如何?,v1 + an1 + 人1 + i1,v1 + an1 + 人1 + 如何,人1,我
450,告訴_v1 我_人1 你_人2 有_v2 什麼_r1 困難_an1 讓_v3 我_人3 來_v4 幫助_v5 你_人4,告訴我你有什麼讓我來幫助你?,v1 + 人1 + 人2 + v2 + r1 + an1 + v3 + 人3 + v4 + v5 + 人4,v1 + 人1 + 人1 + 人2 + 人2 + v2 + r1 + v3 + 誰 + v4 + v5,人3,我
451,我_人1 一_r1 聽到_v1 這_r2 句_q1 話_n1 就_d1 勇氣_n2 百倍_m1 不再_d2 害怕_v2 失敗_v3,聽到這句話如何?,人1 + r1 + v1 + r2 + q1 + n1 + d1 + n2 + m1 + d2 + v2 + v3,v1 + r2 + q1 + n1 + 如何,人1,我
453,每_zg1 一次_m1 朋友_人1 有_事1 了_ul1 困難_an1 我_人2 一定_d1 陪伴_v1 在_p1 他_人3 身旁_s1,朋友有困難我一定如何?,zg1 + m1 + 人1 + 事1 + ul1 + an1 + 人2 + d1 + v1 + p1 + 人3 + s1,人1 + 事1 + an1 + 人2 + d1 + 如何,人2,我
456,有_v1 困難_an1 請_v2 告訴_v3 我_人1,有困難要告訴誰?,v1 + an1 + v2 + v3 + 人1,v1 + an1 + v3 + 誰,人1,我
457,這_r1 句_q1 話_n1 使_v1 我_人1 認識_v2 互助_v3 的_uj1 力量_物1 這_r2 句_q2 話_n2 使_v4 我_人2 認識_v5 互助_v6 的_uj2 力量_物2 朋友_人3 的_uj3 可貴_a1,這句話使我認識什麼的力量?,r1 + q1 + n1 + v1 + 人1 + v2 + v3 + uj1 + 物1 + r2 + q2 + n2 + v4 + 人2 + v5 + v6 + uj2 + 物2 + 人3 + uj3 + a1,r1 + q1 + n1 + v1 + 人1 + v2 + 什麼 + uj1 + 物1,物1,力量
458,很久以前_時1 我們_人1 的_uj1 世界_地1 是_v1 天_地2 地_地3 連_v2 在_p1 一起_m1 的_uj2,很久以前我們的世界是什麼樣的?,時1 + 人1 + uj1 + 地1 + v1 + 地2 + 地3 + v2 + p1 + m1 + uj2,時1 + 人1 + uj1 + 地1 + v1 + 什麼 + uj1,地2,天
459,當時_時1 有_v1 一個_m1 巨人_人1 名叫_v2 盤古_人2,巨人名叫什麼?,時1 + v1 + m1 + 人1 + v2 + 人2,人1 + v2 + 什麼,時1,當時
460,在_p1 這個_r1 天地_地1 裡_zg1 昏昏_a1 沉沉的_z1 睡覺_事1,在這個天地裡做什麼?,p1 + r1 + 地1 + zg1 + a1 + z1 + 事1,p1 + r1 + 地1 + zg1 + 什麼,地1,天地
462,就_d1 拿_v1 起_v2 一_m1 把_p1 大斧頭_物1,拿起一把什麼?,d1 + v1 + v2 + m1 + p1 + 物1,v1 + v2 + m1 + p1 + 什麼,物1,大斧頭
465,上面_f1 那_r1 一半_m1 就_d1 成_事1 了_ul1 天_地1,上面那一半成了什麼?,f1 + r1 + m1 + d1 + 事1 + ul1 + 地1,f1 + r1 + m1 + 事1 + ul1 + 什麼,事1,成
466,下面_f1 那_r1 一_m1 半_m2 就_d1 成_事1 了_ul1 地_地1,下面那一半成了什麼?,f1 + r1 + m1 + m2 + d1 + 事1 + ul1 + 地1,f1 + r1 + m1 + m2 + 事1 + ul1 + 什麼,事1,成
469,盤古_人1 站_v1 在_p1 天地_地1 的_uj1 中間_n1,盤古站在哪裡?,人1 + v1 + p1 + 地1 + uj1 + n1,人1 + v1 + p1 + 哪裡,地1,天地
471,不久_a1 上面_f1 的_uj1 天_地1 又_d1 往_v1 下沉_v2,哪裡又往下沉?,a1 + f1 + uj1 + 地1 + d1 + v1 + v2,哪裡 + d1 + v1 + v2,地1,天
472,下面_f1 的_uj1 地_地1 又_d1 往_v1 上升_v2,哪裡又往上升?,f1 + uj1 + 地1 + d1 + v1 + v2,哪裡 + d1 + v1 + v2,地1,地
475,高_a1 舉_v1 兩_m1 臂_物1 用_v2 力_n1 托住_v3 天_地1,如何托住天?,a1 + v1 + m1 + 物1 + v2 + n1 + v3 + 地1,如何 + v3 + 地1,物1,臂
478,盤古_人1 死_事1 了_ul1 以後_d1 他_人2 的_uj1 眼睛_物1 變_v1 成_事2 了_ul2 太陽_物2 和_c1 月亮_物3,盤古死了以後，他的眼睛變成?,人1 + 事1 + ul1 + d1 + 人2 + uj1 + 物1 + v1 + 事2 + ul2 + 物2 + c1 + 物3,人1 + 事1 + ul1 + d1 + 人2 + uj1 + 物1 + v1 + 事2 + 什麼,事2,成
479,他_人1 的_uj1 身體_物1 變成_v1 山脈_物2,他的身體變成?,人1 + uj1 + 物1 + v1 + 物2,人1 + uj1 + 物1 + v1 + 什麼,物2,山脈
480,身上_s1 的_uj1 血_物1 變成_v1 了_ul1 河流_物2,身上的血變成?,s1 + uj1 + 物1 + v1 + ul1 + 物2,s1 + uj1 + 物1 + v1 + 什麼,物2,河流
481,他_人1 的_uj1 毛髮_物1 變_v1 成_事1 了_ul1 樹木_物2,他的毛髮變成?,人1 + uj1 + 物1 + v1 + 事1 + ul1 + 物2,人1 + uj1 + 物1 + v1 + 事1 + 什麼,事1,成
482,骨頭_物1 變成_v1 石頭_物2,骨頭變成?,物1 + v1 + 物2,物1 + v1 + 什麼,物2,石頭
483,盤古_人1 為_p1 我們_人2 準備_v1 好_a1 了_ul1 一個_m1 生活_n1 的_uj1 樂園_地1,盤古為我們準備好了一個什麼地方?,人1 + p1 + 人2 + v1 + a1 + ul1 + m1 + n1 + uj1 + 地1,人1 + p1 + 人2 + v1 + a1 + ul1 + m1 + 什麼地方,地1,樂園
484,老虎_人1 是_v1 森林_地1 裡_f1 最_d1 凶猛_a1 的_uj1 動物_物1,誰是森林裡最兇猛的動物?,人1 + v1 + 地1 + f1 + d1 + a1 + uj1 + 物1,誰 + v1 + 地1 + f1 + d1 + uj1 + 物1,人1,老虎
485,他_人1 一向_d1 是_v1 拿_v2 其他_r1 的_uj1 動物_物1 當_v3 餐點_n1 的_uj2,他一向是拿什麼當餐點?,人1 + d1 + v1 + v2 + r1 + uj1 + 物1 + v3 + n1 + uj2,人1 + d1 + v1 + v2 + 什麼 + v3 + n1,物1,動物
486,有_v1 一回_m1 他_人1 肚子_n1 餓_事1 了_ul1 跑_v2 到_v3 森林_地1 裡_f1 找_v4 食物_物1,為什麼他跑到森林找食物?,v1 + m1 + 人1 + n1 + 事1 + ul1 + v2 + v3 + 地1 + f1 + v4 + 物1,為什麼 + 人1 + v2 + v3 + 地1 + v4 + 物1,事1,餓
487,有_v1 一回_m1 他_人1 肚子_n1 餓_事1 了_ul1 跑_v2 到_v3 森林_地1 裡_f1 找_v4 食物_物1,他到哪裡找食物?,v1 + m1 + 人1 + n1 + 事1 + ul1 + v2 + v3 + 地1 + f1 + v4 + 物1,人1 + v3 + 哪裡 + v4 + 物1,地1,森林
488,很快_d1 的_uj1 就_d2 捉到_事1 了_ul1 一_m1 隻_y1 狐狸_人1,很快的捉到了誰?,d1 + uj1 + d2 + 事1 + ul1 + m1 + y1 + 人1,d1 + uj1 + 事1 + ul1 + 誰,人1,狐狸
489,正當_a1 老虎_人1 張開_nr1 嘴巴_n1 想_v1 一口_m1 吞掉_v2 狐狸_人2 時_zg1,正當老虎張開嘴巴想一口吞掉誰?,a1 + 人1 + nr1 + n1 + v1 + m1 + v2 + 人2 + zg1,a1 + 人1 + nr1 + n1 + v1 + m1 + v2 + 誰,人2,狐狸
490,狐狸_人1 大_a1 喝_vg1 一聲_m1 好_a2 大_a3 的_uj1 膽子_物1 你_人2 敢_v1 吃_v2 我_人3,誰大喝一聲?,人1 + a1 + vg1 + m1 + a2 + a3 + uj1 + 物1 + 人2 + v1 + v2 + 人3,誰 + a1 + vg1 + m1,人1,狐狸
491,老虎_人1 聽到_v1 狐狸_人2 的_uj1 聲音_物1 嚇_v2 了_ul1 一_m1 跳_v3,老虎聽到誰的聲音嚇了一跳?,人1 + v1 + 人2 + uj1 + 物1 + v2 + ul1 + m1 + v3,人1 + v1 + 誰 + uj1 + 物1 + v2 + ul1 + m1 + v3,人2,狐狸
492,狐狸_人1 說_zg1 天帝_人2 派_v1 我_人3 來_v2 當_v3 森林之王_人4,誰派狐狸當森林之王?,人1 + zg1 + 人2 + v1 + 人3 + v2 + v3 + 人4,誰 + v1 + 人1 + v3 + 人4,人1,狐狸
493,狐狸_人1 說_zg1 天帝_人2 派_v1 我_人3 來_v2 當_v3 森林之王_人4,天帝派誰當森林之王?,人1 + zg1 + 人2 + v1 + 人3 + v2 + v3 + 人4,人2 + v1 + 誰 + v3 + 人4,人2,天帝
494,你_人1 吃_事1 了_ul1 我_人2 就是_d1 不_d2 聽_v1 天帝_人3 的_uj1 話_物1,吃了我就是不聽誰的話?,人1 + 事1 + ul1 + 人2 + d1 + d2 + v1 + 人3 + uj1 + 物1,事1 + ul1 + 人2 + d1 + d2 + v1 + 誰 + uj1 + 物1,人3,天帝
495,老虎_人1 聽_v1 了_ul1 更加_d1 不敢_d2 動手_事1 了_ul2,老虎聽了不敢如何?,人1 + v1 + ul1 + d1 + d2 + 事1 + ul2,人1 + v1 + ul1 + d2 + 如何,事1,動手
496,這樣_r1 吧_y1 我們_人1 到_v1 森林_地1 裡_zg1 走走_v2,我們到哪裡走走?,r1 + y1 + 人1 + v1 + 地1 + zg1 + v2,人1 + v1 + 哪裡 + v2,地1,森林
497,我_人1 走_v1 在_p1 前面_f1 你_人2 跟_v2 在_p2 我_人3 後面_f2,誰走在前面?,人1 + v1 + p1 + f1 + 人2 + v2 + p2 + 人3 + f2,誰 + v1 + p1 + f1,人1,我
498,我_人1 走_v1 在_p1 前面_f1 你_人2 跟_v2 在_p2 我_人3 後面_f2,誰走在後面?,人1 + v1 + p1 + f1 + 人2 + v2 + p2 + 人3 + f2,誰 + v1 + p1 + f2,人1,我
499,你_人1 仔_ad1 細_a1 看_v1 森林_地1 裡_f1 的_uj1 動物_物1 哪_r1 一個_m1 見_v2 了_ul1 我_人2 膽敢_a2 不_d1 逃命_事1 的_uj2,森林裡的動物見了誰膽敢不逃命的?,人1 + ad1 + a1 + v1 + 地1 + f1 + uj1 + 物1 + r1 + m1 + v2 + ul1 + 人2 + a2 + d1 + 事1 + uj2,地1 + f1 + uj1 + 物1 + v2 + ul1 + 誰 + a2 + d1 + 事1 + uj1,人1,你
501,於是_c1 老虎_人1 跟_v1 在_p1 狐狸_人2 的_uj1 後面_f1 走_v2,誰跟在狐狸的後面走?,c1 + 人1 + v1 + p1 + 人2 + uj1 + f1 + v2,誰 + v1 + p1 + 人2 + uj1 + f1 + v2,人1,老虎
503,老虎_人1 以為_c1 動物_物1 真的_d1 是_v1 怕_v2 狐狸_人2,老虎以為動物是怕誰?,人1 + c1 + 物1 + d1 + v1 + v2 + 人2,人1 + c1 + 物1 + v1 + v2 + 誰,人2,狐狸
505,山羊_人1 很_d1 想_v1 當_v2 科學家_人2,誰很想當科學家?,人1 + d1 + v1 + v2 + 人2,誰 + d1 + v1 + v2 + 人2,人1,山羊
506,有_v1 一天_m1 他_人1 離開_v2 高山_地1,他離開哪裡?,v1 + m1 + 人1 + v2 + 地1,人1 + v2 + 哪裡,地1,高山
507,走到_v1 了_ul1 大海_地1 邊_f1,走到了哪裡?,v1 + ul1 + 地1 + f1,v1 + ul1 + 哪裡,地1,大海
509,他_人1 對著_v1 海_地1 說_v2 這_r1 是_v3 我_人2 看_v4 過_ug1 最大_a1 最美_a2 的_uj1 海_地2,這是他看過最如何的海?,人1 + v1 + 地1 + v2 + r1 + v3 + 人2 + v4 + ug1 + a1 + a2 + uj1 + 地2,r1 + v3 + 人1 + v4 + ug1 + 如何 + uj1 + 地1,人2,我
510,我_人1 要_v1 研究_vn1 海洋_地1 的_uj1 世界_地2,我要研究哪裡的世界?,人1 + v1 + vn1 + 地1 + uj1 + 地2,人1 + v1 + vn1 + 哪裡 + uj1 + 地2,地1,海洋
511,於是_c1 山羊_人1 每天_r1 坐_v1 在_p1 沙灘_地1 上_f1,山羊每天坐在哪裡?,c1 + 人1 + r1 + v1 + p1 + 地1 + f1,人1 + r1 + v1 + p1 + 哪裡,地1,沙灘
512,望著_v1 大海_地1,望著哪裡?,v1 + 地1,v1 + 哪裡,地1,大海
513,還_d1 把_v1 看到_v2 的_uj1 大海_地1 詳細_ad1 的_uj2 寫_v3 下來_v4,把看到的什麼詳細的寫下來?,d1 + v1 + v2 + uj1 + 地1 + ad1 + uj2 + v3 + v4,v1 + v2 + uj1 + 什麼 + ad1 + uj1 + v3 + v4,地1,大海
514,他_人1 寫_v1 海_物1 的_uj1 顏色_物2 海_物3 的_uj2 樣子_n1 海鳥_人2 在_p1 海上_地1 飛翔_nz1 的_uj3 情形_nz2,他寫誰在飛翔的情形?,人1 + v1 + 物1 + uj1 + 物2 + 物3 + uj2 + n1 + 人2 + p1 + 地1 + nz1 + uj3 + nz2,人1 + v1 + 誰 + p1 + nz1 + uj1 + nz2,人1,他
515,而且_c1 寫_v1 了_ul1 大海_地1 早上_時1 下午_時2 晚上_時3 的_uj1 不同_a1 面貌_物1,記下什麼地方在不同時段的面貌?,c1 + v1 + ul1 + 地1 + 時1 + 時2 + 時3 + uj1 + a1 + 物1,什麼地方 + a1 + uj1 + 物1,地1,大海
516,山羊_人1 寫_v1 了_ul1 厚厚的_z1 一本_m1 書_物1,山羊寫了什麼?,人1 + v1 + ul1 + z1 + m1 + 物1,人1 + v1 + ul1 + 什麼,物1,書
517,他_人1 很_d1 高興_a1 的_uj1 對著_v1 海洋_地1 說_v2 我_人2 是_v3 個_q1 海洋_地2 專家_n1 了_ul1,我是個什麼專家?,人1 + d1 + a1 + uj1 + v1 + 地1 + v2 + 人2 + v3 + q1 + 地2 + n1 + ul1,人2 + v3 + q1 + 什麼 + n1,地1,海洋
518,正當_a1 山羊_人1 興奮_v1 的_uj1 時候_n1 海_地1 裡_f1 的_uj2 大魚_人2 游_v2 上來_v3,正當山羊興奮得時候，海裡的什麼游上來?,a1 + 人1 + v1 + uj1 + n1 + 地1 + f1 + uj2 + 人2 + v2 + v3,a1 + 人1 + v1 + n1 + 地1 + f1 + uj1 + 什麼 + v2 + v3,地1,海
519,大魚_人1 對_p1 山羊_人2 說_v1 我_人3 知道_v2 你_人4 寫_事1 了_ul1 很多_m1 海_地1 的_uj1 現象_事2,山羊寫了很多什麼地方的現象?,人1 + p1 + 人2 + v1 + 人3 + v2 + 人4 + 事1 + ul1 + m1 + 地1 + uj1 + 事2,人2 + 事1 + ul1 + m1 + 什麼地方 + uj1 + 事2,地1,海
520,但是_c1 你_人1 只是_c2 看到_v1 海_地1 的_uj1 外表_物1 這樣_r1 不能_v2 成為_v3 海洋_地2 專家_n1 的_uj2,只是看到海洋的什麼?,c1 + 人1 + c2 + v1 + 地1 + uj1 + 物1 + r1 + v2 + v3 + 地2 + n1 + uj2,c2 + v1 + 地1 + uj1 + 什麼,地1,海
521,你_人1 還要_c1 進入_v1 海_地1 裡_f1,還要進入哪裡?,人1 + c1 + v1 + 地1 + f1,c1 + v1 + 哪裡,地1,海
522,去_v1 了解_v2 海裡_地1 物_ng1 的_uj1 活動_事1,去海裡了解什麼的活動?,v1 + v2 + 地1 + ng1 + uj1 + 事1,v1 + 地1 + v2 + 什麼 + uj1 + 事1,地1,海裡
523,這樣_r1 你_人1 的_uj1 研究_事1 才_d1 會_v1 有用_v2,這樣你的研究才會如何?,r1 + 人1 + uj1 + 事1 + d1 + v1 + v2,r1 + 人1 + uj1 + 事1 + d1 + v1 + 如何,事1,研究
524,山羊_人1 聽_事1 了_ul1 覺得_v1 很_d1 有_v2 道理_n1,山羊聽了覺得如何?,人1 + 事1 + ul1 + v1 + d1 + v2 + n1,人1 + 事1 + ul1 + v1 + 如何,事1,聽
525,決定_v1 請_v2 大魚_人1 和_c1 他_人2 一起_m1 合作_vn1,請誰和他一起合作?,v1 + v2 + 人1 + c1 + 人2 + m1 + vn1,v2 + 誰 + c1 + 人2 + m1 + vn1,人1,大魚
526,後來_c1 山羊_人1 和_c2 大魚_人2 一起_m1 討論_v1,山羊和誰一起討論?,c1 + 人1 + c2 + 人2 + m1 + v1,人1 + c2 + 誰 + m1 + v1,人1,山羊
527,還_d1 把_v1 大魚_人1 告訴_v2 他_人2 的_uj1 事情_事1 都_d2 寫進_v3 書_物1 裡_f1,把誰告訴他的事情都寫進書裡?,d1 + v1 + 人1 + v2 + 人2 + uj1 + 事1 + d2 + v3 + 物1 + f1,v1 + 誰 + v2 + 人2 + uj1 + 事1 + d2 + v3 + 物1 + f1,人1,大魚
528,山羊_人1 就_d1 寫成_事1 了_ul1 一本_m1 很_a1 有用_v1 的_uj1 海洋_ns1 研究_物1 了_ul2,山羊寫成了一本什麼書?,人1 + d1 + 事1 + ul1 + m1 + a1 + v1 + uj1 + ns1 + 物1 + ul2,人1 + 事1 + ul1 + m1 + 什麼,事1,寫成
637,今天_時1 老師_人1 帶_v1 我們_人2 去_v2 參觀_事1 育幼院_地1,誰帶我們去參觀育幼院?,時1 + 人1 + v1 + 人2 + v2 + 事1 + 地1,誰 + v1 + 人2 + v2 + 事1 + 地1,人1,老師
638,今天_時1 老師_人1 帶_v1 我們_人2 去_v2 參觀_事1 育幼院_地1,老師何時帶我們去參觀育幼院?,時1 + 人1 + v1 + 人2 + v2 + 事1 + 地1,人1 + 何時 + v1 + 人2 + v2 + 事1 + 地1,時1,今天
639,今天_時1 老師_人1 帶_v1 我們_人2 去_v2 參觀_事1 育幼院_地1,老師什麼時間帶我們去參觀育幼院?,時1 + 人1 + v1 + 人2 + v2 + 事1 + 地1,人1 + 什麼 + v1 + 人2 + v2 + 事1 + 地1,時1,今天
640,今天_時1 老師_人1 帶_v1 我們_人2 去_v2 參觀_事1 育幼院_地1,老師帶誰去參觀育幼院,時1 + 人1 + v1 + 人2 + v2 + 事1 + 地1,人1 + v1 + 誰 + v2 + 事1 + 地1,人1,老師
641,慈祥_nr1 的_uj1 育幼院_地1 院長_人1 站_v1 在_p1 大_a1 門口_s1 迎接_v2 我們_人2,誰站在大門口迎接我們,nr1 + uj1 + 地1 + 人1 + v1 + p1 + a1 + s1 + v2 + 人2,誰 + v1 + p1 + a1 + s1 + v2 + 人2,人1,院長
642,慈祥_nr1 的_uj1 育幼院_地1 院長_人1 站_v1 在_p1 大_a1 門口_s1 迎接_v2 我們_人2,育幼院院長站在大門口迎接誰,nr1 + uj1 + 地1 + 人1 + v1 + p1 + a1 + s1 + v2 + 人2,地1 + 人1 + v1 + p1 + a1 + s1 + v2 + 誰,人2,我們
643,這裡_r1 的_uj1 小朋友_人1 大_a1 部分_n1 是_v1 孤兒_人2,這裡的誰大部分是孤兒?,r1 + uj1 + 人1 + a1 + n1 + v1 + 人2,r1 + uj1 + 誰 + a1 + n1 + v1 + 人2,人1,小朋友
644,這裡_r1 的_uj1 小朋友_人1 大_a1 部分_n1 是_v1 孤兒_人2,這裡的小朋友大部分是誰,r1 + uj1 + 人1 + a1 + n1 + v1 + 人2,r1 + uj1 + 人1 + a1 + n1 + v1 + 誰,人2,孤兒
645,他們_人1 沒有_v1 父母_人2,他們沒有誰?,人1 + v1 + 人2,人1 + v1 + 誰,人2,父母
646,他們_人1 沒有_v1 父母_人2,誰沒有父母?,人1 + v1 + 人2,誰 + v1 + 人2,人1,他們
647,育幼院_地1 就是_d1 他們_人1 的_uj1 家_n1,哪裡就是他們的家?,地1 + d1 + 人1 + uj1 + n1,哪裡 + d1 + 人1 + uj1 + n1,地1,育幼院
648,育幼院_地1 就是_d1 他們_人1 的_uj1 家_n1,育幼院就是誰的的家?,地1 + d1 + 人1 + uj1 + n1,地1 + d1 + 誰 + uj1 + uj1 + n1,人1,他們
649,院長_人1 希望_v1 我們_r1 把_p1 這裡_r2 的_uj1 小朋友_人2 當成_v2 自己_人3 的_uj2 弟弟_人4 妹妹_人5 看待_v3,誰希望我們把這裡的小朋友當成自己的弟弟、妹妹看待?,人1 + v1 + r1 + p1 + r2 + uj1 + 人2 + v2 + 人3 + uj2 + 人4 + 人5 + v3,誰 + v1 + r1 + p1 + r2 + uj1 + 人2 + v2 + 人3 + uj1 + 人4 + 人5 + v3,人1,院長
650,院長_人1 希望_v1 我們_r1 把_p1 這裡_r2 的_uj1 小朋友_人2 當成_v2 自己_人3 的_uj2 弟弟_人4 妹妹_人5 看待_v3,院長希望誰把這裡的小朋友當成自己的弟弟、妹妹看待?,人1 + v1 + r1 + p1 + r2 + uj1 + 人2 + v2 + 人3 + uj2 + 人4 + 人5 + v3,人1 + v1 + 誰 + p1 + r2 + uj1 + 人2 + v2 + 人3 + uj1 + 人4 + 人5 + v3,人1,院長
651,小朋友_人1 看見_v1 我們_人2 就_d1 扯扯_v2 保母_人3 的_uj1 衣角_物1,誰看見我們，就扯扯保母的衣角,人1 + v1 + 人2 + d1 + v2 + 人3 + uj1 + 物1,誰 + v1 + 人2 + d1 + v2 + 人3 + uj1 + 物1,人1,小朋友
652,小朋友_人1 看見_v1 我們_人2 就_d1 扯扯_v2 保母_人3 的_uj1 衣角_物1,小朋友看見我們，就扯扯誰的衣角,人1 + v1 + 人2 + d1 + v2 + 人3 + uj1 + 物1,人1 + v1 + 人2 + d1 + v2 + 誰 + uj1 + 物1,人3,保母
653,小朋友_人1 看見_v1 我們_人2 就_d1 扯扯_v2 保母_人3 的_uj1 衣角_物1,小朋友看見誰，就扯扯保母的衣角,人1 + v1 + 人2 + d1 + v2 + 人3 + uj1 + 物1,人1 + v1 + 誰 + d1 + v2 + 人3 + uj1 + 物1,人2,我們
654,小朋友_人1 看見_v1 我們_人2 就_d1 扯扯_v2 保母_人3 的_uj1 衣角_物1,小朋友看見我們，就扯扯保母的什麼?,人1 + v1 + 人2 + d1 + v2 + 人3 + uj1 + 物1,人1 + v1 + 人2 + d1 + v2 + 人3 + uj1 + 什麼,物1,衣角
655,保母_n1 說_v1 他們_人1 是_v2 來_v3 和_c1 你們_人2 做_v4 朋友_n2 的_uj1,誰說他們是來和你們做朋友的?,n1 + v1 + 人1 + v2 + v3 + c1 + 人2 + v4 + n2 + uj1,誰 + v1 + 人1 + v2 + v3 + c1 + 人2 + v4 + n2 + uj1,人1,他們
656,可愛_v1 的_uj1 小朋友_人1 就_d1 伸出_v2 小手_物1 拉住_v3 我們_人2 的_uj2 手_物2,可愛的誰就伸出小手，拉住我們的手,v1 + uj1 + 人1 + d1 + v2 + 物1 + v3 + 人2 + uj2 + 物2,v1 + uj1 + 誰 + d1 + v2 + 物1 + v3 + 人2 + uj1 + 物2,人1,小朋友
657,可愛_v1 的_uj1 小朋友_人1 就_d1 伸出_v2 小手_物1 拉住_v3 我們_人2 的_uj2 手_物2,可愛的小朋友就伸出什麼，拉住我們的手,v1 + uj1 + 人1 + d1 + v2 + 物1 + v3 + 人2 + uj2 + 物2,v1 + uj1 + 人1 + d1 + v2 + 什麼 + v3 + 人2 + uj1 + 物2,物1,小手
658,可愛_v1 的_uj1 小朋友_人1 就_d1 伸出_v2 小手_物1 拉住_v3 我們_人2 的_uj2 手_物2,可愛的小朋友就伸出小手，拉住我們的什麼,v1 + uj1 + 人1 + d1 + v2 + 物1 + v3 + 人2 + uj2 + 物2,v1 + uj1 + uj1 + 人1 + d1 + v2 + 物1 + v3 + 人2 + 什麼,物2,手
659,有_v1 一個_m1 小女孩_人1 跑_v2 過_ug1 來_v3 撲_v4 在_p1 我_r1 身上_s1,有一個誰，跑過來撲在我身上,v1 + m1 + 人1 + v2 + ug1 + v3 + v4 + p1 + r1 + s1,v1 + m1 + 誰 + v2 + ug1 + v3 + v4 + p1 + r1 + s1,人1,小女孩
660,有_v1 一個_m1 小女孩_人1 跑_v2 過_ug1 來_v3 撲_v4 在_p1 我_r1 身上_s1,有一個小女孩，跑過來撲在誰身上,v1 + m1 + 人1 + v2 + ug1 + v3 + v4 + p1 + r1 + s1,v1 + m1 + 人1 + v2 + ug1 + v3 + v4 + p1 + 誰 + s1,人1,小女孩
661,就_d1 像_v1 拉著_v2 自己_r1 的_uj1 妹妹_人1 一樣_r2,就像拉著自己的誰一樣,d1 + v1 + v2 + r1 + uj1 + 人1 + r2,d1 + v1 + v2 + r1 + uj1 + 誰 + r2,人1,妹妹
662,回家_事1 的_uj1 時候_n1 我_人1 的_uj2 腦海_n2 中_s1 浮現_v1 出_v2 他們_人2 渴望_v3 有家_r1 的_uj3 樣子_n3,做什麼事情的時候，我的腦害中浮現出他們渴望有家的樣子,事1 + uj1 + n1 + 人1 + uj2 + n2 + s1 + v1 + v2 + 人2 + v3 + r1 + uj3 + n3,什麼事情 + uj1 + n1 + 人1 + uj1 + s1 + v1 + v2 + 人2 + v3 + r1 + uj1 + n3,事1,回家
663,回家_事1 的_uj1 時候_n1 我_人1 的_uj2 腦海_n2 中_s1 浮現_v1 出_v2 他們_人2 渴望_v3 有家_r1 的_uj3 樣子_n3,回家的時候，誰的腦海中浮現出他們渴望有家的樣子,事1 + uj1 + n1 + 人1 + uj2 + n2 + s1 + v1 + v2 + 人2 + v3 + r1 + uj3 + n3,事1 + uj1 + n1 + 誰 + uj1 + n2 + s1 + v1 + v2 + 人2 + v3 + r1 + uj1 + n3,人1,我
664,回家_事1 的_uj1 時候_n1 我_人1 的_uj2 腦海_n2 中_s1 浮現_v1 出_v2 他們_人2 渴望_v3 有家_r1 的_uj3 樣子_n3,回家的時候，我的腦海中浮現出誰渴望有家的樣子,事1 + uj1 + n1 + 人1 + uj2 + n2 + s1 + v1 + v2 + 人2 + v3 + r1 + uj3 + n3,事1 + uj1 + n1 + 人1 + uj1 + n2 + s1 + v1 + v2 + 誰 + v3 + r1 + uj1 + n3,人2,他們
665,小女孩_人1 的_uj1 呼喚_v1 聲_q1 也_d1 在_p1 我_人2 的_uj2 耳邊_s1 響起_v2,誰的呼喚聲也在我的耳邊響起,人1 + uj1 + v1 + q1 + d1 + p1 + 人2 + uj2 + s1 + v2,誰 + uj1 + v1 + q1 + d1 + p1 + 人2 + uj1 + s1 + v2,人1,小女孩
666,小女孩_人1 的_uj1 呼喚_v1 聲_q1 也_d1 在_p1 我_人2 的_uj2 耳邊_s1 響起_v2,小女孩的呼喚聲也在誰的耳邊響起,人1 + uj1 + v1 + q1 + d1 + p1 + 人2 + uj2 + s1 + v2,人1 + uj1 + v1 + q1 + d1 + p1 + 誰 + uj1 + s1 + v2,人2,我
667,我_人1 覺得_v1 我們_人2 有_v2 父母_人3 的_uj1 愛護_v3 真是太_nr1 幸福_事1 了_ul1,我覺得有誰的愛護，真是太幸福了,人1 + v1 + 人2 + v2 + 人3 + uj1 + v3 + nr1 + 事1 + ul1,人1 + v1 + v2 + 誰 + uj1 + v3 + nr1 + 事1 + ul1,人2,我們
